3.317378253446084391e-01 -1.667692488093227010e-01 9.783332979755898862e+01 9.866206253984080377e+01 2.213213910958379826e-01 -2.313780398684945894e-01 9.773652150493101942e+01 9.843309045279752922e+01 3.253121972497998171e-01 -1.984188675054920081e-01 9.815769021704942077e+01 9.824389689609728293e+01 2.337320678408936481e-01 -2.541390601880436084e-01 9.822181865941819012e+01 9.810380629034477806e+01 2.514052415014666475e-01 -2.314777307747866164e-01 9.863070563479774933e+01 9.778972008079782086e+01 2.749534266893449708e-01 -1.775479783518784105e-01 9.872474219118230110e+01 9.766532089011900553e+01
-9.889935418051528870e+01 -9.449652702067876930e+01 3.861557206774208217e-01 4.604661391371674406e-01 -9.397131944285402483e+01 -9.926676324770399162e+01 -7.985269804380049075e-02 -5.193025869375726966e-01 -9.948983004444154687e+01 -9.468118488964894652e+01 1.922375464862230987e-01 3.911827443408649185e-01 -9.459239684248363744e+01 -9.987362045005772870e+01 5.614001710307122556e-02 -3.027153781806672939e-01 -9.966960099843936405e+01 -9.496198897881461676e+01 5.428324686017042128e-02 2.153654627037871472e-01 -9.476530392634082034e+01 -1.000000000000000000e+02 3.462579437112431324e-01 -1.602272992602219726e-01
3.698370887453111155e+00 -4.049793087393005919e+00 5.283715377133796132e+00 -5.651009924769081039e+00 3.768785470035719953e+00 -3.972485981048896608e+00 5.368421099516549333e+00 -5.600400846095133112e+00 4.415847950159187185e+00 -4.049699012198806791e+00 5.492862132945310449e+00 -5.372604396770471524e+00 3.809186171510137608e+00 -4.680075537939840657e+00 5.547196077219270549e+00 -5.292768923108821078e+00 4.464570056500261508e+00 -4.033424422137040999e+00 5.802868149647364859e+00 -5.136235581081533219e+00 3.810332228958349443e+00 -4.681200249026268523e+00 5.873002103225709369e+00 -5.065410055768984066e+00
-9.894157709467002348e+01 -9.411435637811172228e+01 3.313331007476371104e-01 1.840486368678918017e-01 -9.411086240827617644e+01 -9.884689859222348218e+01 -9.770079225798627975e-02 4.365302573918777157e-02 -9.980911868023736133e+01 -9.425093615991917773e+01 8.952505689927690857e-02 3.793101676018685153e-03 -9.471674619665085970e+01 -9.941476250398017100e+01 4.914271112543279474e-02 2.829121871650395748e-01 -1.000000000000000000e+02 -9.453659193393535531e+01 -1.174479550109217424e-01 -2.837818927708213312e-01 -9.489684645098981264e+01 -9.952322149795098483e+01 3.324311108853318375e-01 4.891598537346907305e-01
-1.058862332971610143e-01 -6.134253506475374484e-01 7.495652346376639741e-02 -5.728513570942549149e-02 1.151179410110573370e-01 -4.201458649521427891e-01 -1.990191855881429800e-02 -1.404353273666759938e-01 1.034980530847334768e-02 -4.912849556940317997e-01 8.526709173160421096e-02 -2.940721118968928419e-02 -5.427446919925128788e-02 -5.820532723459148627e-01 -5.123548039620872893e-03 -1.162907180833212123e-01 5.557694286837320391e-02 -4.189001836206250329e-01 1.060033140391688916e-01 -6.957608103179946900e-03 -1.341563904619550995e-01 -6.350814109711075961e-01 2.836036022156256803e-02 -1.057120647415895204e-01
-1.286820659155420765e+00 -6.936819351635241659e-01 -4.015672967228383961e+00 -3.284662559657485215e+00 -9.762039097740854432e-01 -1.138438786940903391e+00 4.047561201561277855e+00 3.497365211646422001e+00 -6.442488646289324938e-01 -4.230354129481987968e-01 -3.828489227708051335e+00 -3.623131396810544747e+00 -6.205548908894299442e-01 -3.784056163791046368e-01 3.694122550903475410e+00 3.729209193275238032e+00 -5.209131060787912659e-01 -5.674945277461225235e-01 -3.442034158769341712e+00 -4.003763773851694907e+00 -7.299233050283037150e-01 -1.942455912797212692e-01 3.268164680185928539e+00 4.070872036151674145e+00
-5.251677766827405236e+01 -3.500415853966573820e+01 1.895773986155943547e+01 -1.288784172740230005e+01 -3.995498297387854336e+01 -3.438054670107556632e+01 3.368280496682665159e+01 3.467444830257066712e+01 -1.070136981272778165e+01 -1.700932855715194236e+01 -2.521952821604299544e+01 3.213213753463761435e+01 -3.012414619739298161e+01 -2.439507311701259695e+01 3.635439609806206818e+01 3.270880051045718773e+01 -3.067643679708687898e+01 -1.671356830121932546e+01 1.787177358597298138e+01 -1.108341767942376244e+01 -2.048032028322617393e+01 -1.409077505564189892e+01 3.595715170876249545e+01 3.296116162267067295e+01
1.712423799628548693e+01 7.805914057135641571e+00 3.222360928590267548e+01 3.689014237832198972e+01 1.908720172343268118e+01 1.961731066576301075e+01 1.720038462821614900e+01 -1.022837084645847838e+01 7.283626464349719498e+00 -1.557639641644277040e+00 3.148116605437470028e+01 3.729650375028981557e+01 1.056918245776300669e+00 -2.207395121824286477e+01 -2.825163813842984695e+01 3.438518351309701160e+01 -3.559311432130224606e+00 -1.232048901475334723e+01 3.362755923019538784e+01 3.467421321873345619e+01 7.066484974769807748e-01 -2.394038899808515808e+00 1.534914818030533645e+01 -8.548750673514071252e+00
2.960991804982998588e+01 -2.468599592680169041e-01 -2.866605118916563555e+01 3.263149155046385630e+01 9.432267353517122643e+00 -5.959859561855764376e+00 -1.769622477434963370e+00 8.477874775275842101e-01 -3.392495703983841793e+01 -1.802311712815833999e+01 5.804599705713221880e+01 -5.615957881430126974e+01 7.449850597204602742e+00 -6.158687980907648907e+00 -4.745364421929469501e+00 3.246079116681971133e+00 2.738104128185056751e+01 3.553027903486506989e-01 -2.961406306547965173e+01 3.192041961178395226e+01 7.370313367950958927e+00 -5.450628433067770118e+00 -1.957972574976923230e+00 6.232400401858937539e-02
4.028939121607813689e+01 5.556403557321766584e+01 1.635010896121895208e+00 -2.941593658331892236e+00 3.125691646870223295e+01 3.644833764089487005e+01 -2.378990442255379278e+01 2.777931043097719765e+01 3.971556439836535901e+01 5.608699009671277480e+01 4.695320307318093356e+00 -6.156965621472009431e+00 4.958030751280710291e+01 1.000000000000000000e+02 6.388242486142679866e+01 -6.052344996950328238e+01 4.001018381059896001e+01 5.865801062205225236e+01 2.127632474061033285e+00 -3.467257461209982239e+00 3.106943047140773118e+01 3.935339089646911503e+01 -2.513751796230350877e+01 2.689630324703088604e+01
-3.275232454491333556e+01 -1.684768984428168892e+01 9.640970900741690386e+00 -1.910836263797137846e+01 -2.247736990995566941e+01 -1.437160645393965908e+01 -3.165806457497127013e+01 -3.520748769676890788e+01 -1.138855073926111849e+01 -1.717859663591037034e+01 -3.318344664443645087e+01 2.426822396549614780e+01 -3.067200847738634195e+01 -2.446082294312634531e+01 -3.209852014561661093e+01 -3.568389025890659383e+01 -5.283715276052429033e+01 -3.601068679781874238e+01 1.131811924733338337e+01 -2.084240433701151929e+01 -4.030946710433700986e+01 -3.549567850517981071e+01 -3.448828536912770204e+01 -3.308168428654673932e+01
-2.745353471479618168e+00 -1.005922893918334360e+01 -3.424611563594022101e+01 -3.354314473014349574e+01 1.460022617894597641e+00 -1.426973638762295549e-01 7.004226043004206481e+00 -1.679051356586806065e+01 7.793365233302000483e+00 -1.125439819877284142e+00 -3.673338009219188649e+01 -3.118751249481259791e+01 1.503734229070629258e+00 -2.168054677376234096e+01 -3.598608883199061381e+01 2.664221744587036866e+01 1.845425527059718007e+01 7.237541290983307896e+00 -3.640724231990017756e+01 -3.137804805768071859e+01 2.043716743715748407e+01 1.930833350847439789e+01 9.192876544561210395e+00 -1.818687737223363854e+01
2.544206949456866429e-01 1.576283570090738495e-01 -3.399610404470108449e+01 -2.984332542319159387e+01 2.803192851704069954e-01 3.670899502335775999e-01 1.182929093086711880e+01 -1.135637682727527409e+00 2.133585070370320191e-01 9.944189313186505008e-02 3.002426545021753768e+00 8.646402986958836578e+00 1.670790143090921942e-01 7.002813100737541319e-02 1.238141512837266767e+01 -9.757160380136792321e-01 1.065641887607755994e-01 1.637267381539025402e-01 6.889858610673850414e+00 1.253786476898359759e+01 2.500340603416284502e-01 6.393359842152157406e-03 1.292238611076891708e+01 -9.795480050651786952e-01
-4.372452284931591660e-01 -1.960898348307032468e-01 1.425812515255404378e+01 1.527284150476789781e+00 -3.653385287825900440e-01 -3.430848672967418134e-01 -3.177039496963486442e+01 -2.704880966401407960e+01 -1.803417525104084596e-01 -1.091710043221499199e-01 1.448100864030133117e+01 1.415293795107642305e+00 -1.943938165776344651e-01 -1.209018418502488118e-01 5.476250742975998342e+00 1.126768586130539873e+01 -1.420592488491235761e-01 -2.068506504666036139e-01 1.525290887295769693e+01 1.588339760573214798e+00 -2.437251802931459654e-01 9.804208720276097466e-03 9.426148809828767128e+00 1.508570729831230750e+01
5.869405312796541763e-01 2.164342033666888099e-01 8.979831853015243226e+00 8.038058940209079850e+00 3.707722396285911826e-01 4.077321555894602434e-01 7.856730155987402320e+00 8.763585315991754499e+00 7.385423932122467394e-02 6.440089518729348594e-02 -2.447040479395407075e+01 -2.573164576779388213e+01 2.342916057555975984e-01 8.787215534366450698e-02 7.722022176751194067e+00 8.299557515892725945e+00 2.069740297048343614e-01 1.865394089846778847e-01 8.801131145951762491e+00 8.202490753462724271e+00 2.985841069459448383e-01 5.165158580808682821e-03 8.350402078120186644e+00 8.384724004646930240e+00
-4.193004031719596014e-01 -1.349476782573202360e-01 2.365711531103972920e+00 3.443813190321062478e+00 -2.876762160735671370e-01 -3.793897678765672521e-01 3.508834686396170799e+00 2.733366545671338521e+00 -1.448012674681747047e-01 -2.627617675182150961e-02 2.758639457180807497e+00 3.520239785285312450e+00 -1.831186530087247077e-01 2.741980473998689022e-02 -3.004546035336031906e+01 -3.089181152368564653e+01 -8.257147001911664674e-02 -9.665892644508146392e-02 2.844761114755760545e+00 3.007589952737182770e+00 -2.180623604151040729e-01 5.748580564590523301e-02 3.286496000185400224e+00 2.921108588365283421e+00
4.573395935253798950e-01 1.879291560517371007e-01 1.203308466372241803e+01 7.062002356101977796e+00 3.194581103078177331e-01 4.012249114548812612e-01 -8.361109293248286667e-01 1.222267478370340221e+01 2.140987073945959940e-01 9.617057281927859913e-02 8.140255344227735890e+00 3.111762458262898878e+00 1.660334797123129147e-01 6.462519454874367242e-02 -8.794711050000065811e-01 1.185753780514151146e+01 3.339859844421194136e-03 1.337783628343613140e-01 -3.010341619653612000e+01 -3.401098321809014635e+01 2.045079218189990722e-01 -4.494495809129289698e-02 -9.804122373008135050e-01 1.120297707616229843e+01
-4.689281661001556967e-01 -2.282157412582140610e-01 1.896057795108891497e+00 1.526400635244708504e+01 -3.179283597521602722e-01 -4.385876923252464699e-01 1.475392104117277903e+01 9.925802865272517650e+00 -1.755644994392169811e-01 -1.106978888793613003e-01 1.588602845439278877e+00 1.462988184246073509e+01 -1.914305677716632015e-01 -1.242950815800576980e-01 1.085954123066247945e+01 5.997571029655581754e+00 -9.632233041747988167e-02 -1.729061632644485480e-01 1.778743916695203264e+00 1.417456331042910911e+01 -2.908694642669401587e-01 -2.410663457743228086e-02 -2.754656327457280796e+01 -3.109047756664145012e+01
1.013068100523459414e+01 -5.695857078923272088e-01 8.655267196010827391e+00 -5.357822777523426616e+00 -8.072580453620002316e+00 -1.805342932021550340e+01 1.595809394770912348e+01 1.792369464510420940e+01 -1.388151081865866443e+00 -1.735389994409973990e+00 -1.292330503009073084e+01 1.694314867964885352e+01 -6.526894372566087732e+00 -9.219111276787709031e+00 1.735645779550073442e+01 1.687112604777670910e+01 -7.684209401447009924e+00 -3.608320670416837128e+00 8.615611751766182991e+00 -4.808642629031606219e+00 -4.811426623823139792e+00 -5.148393951215144426e-01 1.715424397529792699e+01 1.688183117348690843e+01
-1.042444172487213550e+01 2.554240835050356928e+00 -1.541948230027252897e+01 -1.906106030611111635e+01 6.164758023629632433e+00 2.120586430638988062e+01 -7.811941055949976231e+00 4.148032338610540215e+00 -2.081093969117363329e+00 4.143299343095422138e+00 -1.507203848223725728e+01 -1.919681676756738753e+01 5.100737796897733212e+00 9.659189150265975243e+00 1.450482371709850149e+01 -1.782767072586917223e+01 7.302183799067138992e+00 6.154832401540053510e+00 -1.613292517535314730e+01 -1.779555957678428513e+01 3.193470906828909328e+00 3.429583447261346230e+00 -7.286124806244936636e+00 3.794980942111144007e+00
1.256377525922899707e+01 5.690393460051033969e+00 -1.494144611889311491e+01 1.705176271903487617e+01 6.957818472135497423e+00 -9.336694325369879754e-01 -1.671528743431362596e+00 1.196020471493788984e+00 1.757118316726722185e+01 4.956297032371798750e+00 2.812600921726670222e+01 -2.725029292615913690e+01 6.476085293143097665e+00 -1.512350842019024366e+00 -3.136652347931482065e+00 2.427586174660016471e+00 1.174956806460215120e+01 5.649704333266738487e+00 -1.551037318420625155e+01 1.659090466011039666e+01 6.293435936841977885e+00 -9.399853411159455607e-01 -1.705894872150242048e+00 8.527063319963927857e-01
-1.563926239986596656e+01 -1.407459435349796628e+01 6.333331435314765168e-02 5.717245555531926815e-01 -7.102912965093351794e+00 -9.192989684531390537e+00 1.265089585936773098e+01 -1.461641606643654789e+01 -1.521589177161112083e+01 -1.451922855956615166e+01 -1.475823975442874803e+00 2.159428622060755476e+00 -8.024460035575859962e+00 -4.317865917929177400e+00 -3.080586913883464462e+01 2.915636561734494592e+01 -1.580071206527066785e+01 -1.525435704191283115e+01 -1.976593804092833806e-01 7.968252824026703651e-01 -7.261566981700449119e+00 -1.015282870200834608e+01 1.337843035295971816e+01 -1.409843677066534262e+01
-8.389703202917241143e+00 -3.674611165677518887e+00 4.107025568940195548e+00 -9.242516022683931354e+00 -5.459121824114783195e+00 -6.345294084079202701e-01 -1.626861878576276510e+01 -1.674148001304529032e+01 -1.560909749102517230e+00 -1.664443785508576745e+00 -1.751852862386336440e+01 1.250069600572910034e+01 -6.722090158658521553e+00 -9.081749007025328169e+00 -1.660331974828769219e+01 -1.698786849918586839e+01 1.062084858364229945e+01 -3.697176134253128965e-01 4.466471827715402299e+00 -9.726340133794689535e+00 -8.391600303998270505e+00 -1.843365048944778550e+01 -1.790818686534076321e+01 -1.565724689325738694e+01
